team,year,conference,is_national_champion,conference_champion,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,win_percentage,yards_per_game,yards_allowed_per_game,yard_differential,turnover_margin,first_down_differential,third_down_conversion_rate,fourth_down_conversion_rate,rushing_yards_per_attempt,passing_yards_per_attempt,completion_percentage,offensive_efficiency,defensive_efficiency,win_strength,consistency_score,pythagorean_expectation,margin_of_victory,turnovers_per_game,turnover_margin_per_game,offensive_balance,defensive_pressure,conference_strength,conference_rank,conference_dominance,prev_year_win_pct,prev_year_yards_per_game,prev_year_yard_differential,win_pct_3yr,yards_per_game_3yr,win_pct_trend
Colorado State,2021.0,MWC,0.0,None,254.0,238.0,10.0,11.0,25.0,17.0,8.0,8.0,9.0,12.0,12.0,0.0,1.0,106.0,53.0,11.0,6.0,0.0,0.0,461.0,644.0,19.0,34.0,3020.0,2533.0,396.0,335.0,237.0,194.0,6.0,11.0,15.0,23.0,85.0,68.0,822.0,580.0,20906.0,22294.0,1.0,1.0,166.0,279.0,24.0,21.0,515.0,494.0,14.0,18.0,1969.0,1995.0,39.0,28.0,83.0,69.0,82.0,66.0,202.0,179.0,4989.0,4528.0,19.0,14.0,,415.75,377.3333333333333,461.0,-5.0,16.0,0.4059405940594059,0.4,3.8233009708737864,7.626262626262626,0.5984848484848485,415.75,377.3333333333333,,,0.5571944879962345,38.416666666666664,1.5833333333333333,-0.4166666666666667,0.39466827019442774,122.0,,,,,318.75,-144.0,,390.5555555555556,
Colorado State,2022.0,MWC,0.0,None,176.0,242.0,13.0,13.0,33.0,19.0,8.0,7.0,12.0,14.0,12.0,1.0,1.0,79.0,80.0,11.0,8.0,0.0,0.0,319.0,103.0,19.0,6.0,2361.0,2296.0,322.0,355.0,203.0,219.0,8.0,11.0,12.0,15.0,83.0,58.0,725.0,521.0,21218.0,21977.0,1.0,0.0,202.0,78.0,20.0,14.0,385.0,472.0,4.0,24.0,1068.0,1968.0,22.0,59.0,65.0,110.0,34.0,62.0,151.0,163.0,3429.0,4264.0,19.0,15.0,,285.75,355.3333333333333,-835.0,-4.0,-66.0,0.2251655629139073,0.3939393939393939,2.774025974025974,7.332298136645963,0.6304347826086957,285.75,355.3333333333333,,,0.37366739561324674,-69.58333333333333,1.5833333333333333,-0.3333333333333333,0.3114610673665792,87.0,,,,,415.75,461.0,,340.0833333333333,
Colorado State,2023.0,MWC,0.0,None,247.0,276.0,8.0,9.0,19.0,16.0,7.0,10.0,10.0,8.0,12.0,0.0,3.0,74.0,229.0,18.0,9.0,1.0,0.0,580.0,320.0,26.0,15.0,3678.0,2996.0,501.0,389.0,311.0,278.0,9.0,18.0,24.0,20.0,91.0,77.0,838.0,744.0,19135.0,24065.0,1.0,0.0,150.0,93.0,13.0,13.0,332.0,485.0,10.0,18.0,1114.0,1995.0,33.0,13.0,86.0,48.0,72.0,79.0,175.0,180.0,4792.0,4991.0,25.0,19.0,,399.3333333333333,415.9166666666667,-199.0,-6.0,-29.0,0.4114285714285714,0.4210526315789473,3.355421686746988,7.341317365269461,0.6207584830339321,399.3333333333333,415.9166666666667,,,0.4759107697704326,-16.583333333333332,2.0833333333333335,-0.5,0.23247078464106843,119.0,,,,,285.75,-835.0,,366.9444444444444,
Colorado State,2024.0,MWC,0.0,None,233.0,261.0,18.0,18.0,29.0,30.0,10.0,11.0,11.0,10.0,13.0,0.0,1.0,18.0,176.0,10.0,10.0,0.0,0.0,349.0,456.0,19.0,22.0,2814.0,3046.0,388.0,427.0,234.0,261.0,10.0,10.0,16.0,20.0,84.0,87.0,670.0,734.0,24384.0,22416.0,2.0,0.0,273.0,23.0,18.0,17.0,464.0,457.0,20.0,21.0,2244.0,2095.0,16.0,10.0,58.0,62.0,65.0,71.0,180.0,183.0,5058.0,5141.0,20.0,21.0,,389.0769230769231,395.46153846153845,-83.0,1.0,-28.0,0.3611111111111111,0.6206896551724138,4.836206896551724,7.252577319587629,0.6030927835051546,389.0769230769231,395.46153846153845,,,0.49035739028313546,-6.384615384615385,1.5384615384615385,0.07692307692307693,0.44365361803084225,74.0,,,,,399.3333333333333,-199.0,,358.05341880341877,
Duke,2018.0,ACC,0.0,None,267.0,273.0,12.0,11.0,28.0,25.0,10.0,9.0,9.0,10.0,13.0,1.0,2.0,76.0,94.0,10.0,4.0,0.0,0.0,734.0,799.0,36.0,44.0,3199.0,2593.0,476.0,418.0,278.0,229.0,4.0,10.0,31.0,17.0,54.0,70.0,452.0,687.0,21612.0,25094.0,0.0,1.0,160.0,226.0,28.0,26.0,480.0,546.0,19.0,27.0,2075.0,2721.0,24.0,30.0,78.0,76.0,87.0,78.0,205.0,195.0,5274.0,5314.0,20.0,13.0,,405.6923076923077,408.7692307692308,-40.0,-7.0,-6.0,0.424390243902439,0.4285714285714285,4.322916666666667,6.720588235294118,0.5840336134453782,405.6923076923077,408.7692307692308,,,0.4955233321772623,-3.076923076923077,1.5384615384615385,-0.5384615384615384,0.39343951459992416,102.0,,,,,394.43589743589746,134.5,,405.6923076923077,
Duke,2019.0,ACC,0.0,None,224.0,232.0,20.0,11.0,33.0,21.0,15.0,8.0,15.0,25.0,12.0,0.0,2.0,88.0,212.0,14.0,9.0,2.0,1.0,923.0,629.0,37.0,36.0,2152.0,2388.0,378.0,353.0,213.0,185.0,9.0,14.0,18.0,21.0,63.0,68.0,544.0,639.0,20898.0,22054.0,1.0,0.0,231.0,193.0,22.0,20.0,495.0,498.0,16.0,19.0,1804.0,2151.0,35.0,39.0,86.0,87.0,64.0,68.0,195.0,184.0,3956.0,4539.0,29.0,17.0,,329.6666666666667,378.25,-583.0,-12.0,-8.0,0.3282051282051282,0.6060606060606061,3.644444444444445,5.693121693121693,0.5634920634920635,329.6666666666667,378.25,,,0.4192600379420085,-48.583333333333336,2.4166666666666665,-1.0,0.45601617795753285,121.0,,,,,405.6923076923077,-40.0,,367.6794871794872,
Duke,2020.0,ACC,0.0,None,237.0,247.0,11.0,14.0,23.0,21.0,20.0,11.0,11.0,20.0,11.0,0.0,0.0,36.0,193.0,19.0,9.0,0.0,0.0,704.0,548.0,35.0,25.0,2441.0,2537.0,390.0,320.0,219.0,183.0,9.0,18.0,11.0,22.0,62.0,60.0,554.0,606.0,18806.0,20548.0,1.0,1.0,212.0,31.0,18.0,16.0,438.0,463.0,19.0,31.0,1724.0,2358.0,31.0,36.0,67.0,80.0,65.0,64.0,168.0,154.0,4165.0,4895.0,39.0,20.0,,378.6363636363636,445.0,-730.0,-19.0,-10.0,0.3869047619047619,0.4782608695652174,3.9360730593607305,6.258974358974359,0.5615384615384615,378.6363636363636,445.0,,,0.40546373921677065,-66.36363636363636,3.5454545454545454,-1.7272727272727273,0.41392557022809123,98.0,,,,,329.6666666666667,-583.0,,371.3317793317794,
Duke,2021.0,ACC,0.0,None,262.0,293.0,11.0,9.0,29.0,12.0,12.0,6.0,6.0,14.0,12.0,0.0,0.0,101.0,115.0,9.0,8.0,2.0,0.0,995.0,288.0,43.0,19.0,2855.0,3741.0,410.0,405.0,265.0,241.0,8.0,9.0,9.0,32.0,78.0,77.0,740.0,643.0,21103.0,22097.0,0.0,0.0,135.0,221.0,16.0,27.0,524.0,468.0,22.0,26.0,2163.0,2475.0,21.0,27.0,60.0,83.0,86.0,84.0,203.0,173.0,5018.0,6216.0,21.0,14.0,,418.1666666666667,518.0,-1198.0,-7.0,-31.0,0.4236453201970443,0.3793103448275862,4.127862595419847,6.963414634146342,0.6463414634146342,418.1666666666667,518.0,,,0.37580192386832806,-99.83333333333333,1.75,-0.5833333333333334,0.43104822638501394,81.0,,,,,378.6363636363636,-730.0,,375.489898989899,
Duke,2022.0,ACC,0.0,None,282.0,269.0,14.0,11.0,24.0,26.0,4.0,14.0,19.0,6.0,13.0,1.0,0.0,93.0,23.0,6.0,10.0,0.0,0.0,645.0,533.0,32.0,32.0,3010.0,3345.0,399.0,465.0,255.0,283.0,10.0,6.0,20.0,25.0,67.0,65.0,652.0,653.0,25813.0,20921.0,1.0,0.0,259.0,74.0,13.0,13.0,484.0,426.0,31.0,10.0,2394.0,1580.0,36.0,16.0,67.0,48.0,72.0,77.0,171.0,179.0,5404.0,4925.0,10.0,24.0,,415.6923076923077,378.84615384615387,479.0,14.0,13.0,0.4210526315789473,0.5833333333333334,4.946280991735537,7.543859649122807,0.6390977443609023,415.6923076923077,378.84615384615387,,,0.5547722931269832,36.84615384615385,0.7692307692307693,1.0769230769230769,0.4430051813471503,103.0,,,,,418.1666666666667,-1198.0,,404.1651126651127,
Duke,2023.0,ACC,0.0,None,243.0,263.0,12.0,11.0,20.0,28.0,7.0,5.0,5.0,7.0,13.0,1.0,0.0,53.0,71.0,8.0,10.0,0.0,1.0,338.0,563.0,16.0,30.0,2351.0,2740.0,357.0,417.0,200.0,260.0,10.0,8.0,14.0,11.0,73.0,81.0,598.0,730.0,22615.0,24185.0,0.0,0.0,149.0,61.0,17.0,18.0,448.0,472.0,26.0,15.0,2168.0,1845.0,29.0,17.0,77.0,57.0,60.0,69.0,166.0,182.0,4519.0,4585.0,15.0,15.0,,347.61538461538464,352.6923076923077,-66.0,0.0,-20.0,0.3614457831325301,0.6,4.839285714285714,6.5854341736694675,0.5602240896358543,347.61538461538464,352.6923076923077,,,0.4914099654266312,-5.076923076923077,1.1538461538461537,0.0,0.47975215755698164,106.0,,,,,415.6923076923077,479.0,,393.8247863247863,
Duke,2024.0,ACC,0.0,None,229.0,266.0,7.0,14.0,18.0,24.0,6.0,14.0,14.0,6.0,13.0,1.0,2.0,211.0,174.0,13.0,13.0,1.0,1.0,532.0,766.0,23.0,36.0,3175.0,2777.0,467.0,425.0,280.0,247.0,13.0,13.0,28.0,19.0,67.0,87.0,651.0,761.0,21368.0,25432.0,0.0,0.0,251.0,109.0,26.0,21.0,380.0,518.0,13.0,15.0,1204.0,1943.0,44.0,12.0,116.0,72.0,52.0,68.0,176.0,201.0,4379.0,4720.0,19.0,27.0,,336.84615384615387,363.0769230769231,-341.0,8.0,-37.0,0.2954545454545454,0.3888888888888889,3.168421052631579,6.7987152034261245,0.5995717344753747,336.84615384615387,363.0769230769231,,,0.4556859440611279,-26.23076923076923,1.4615384615384615,0.6153846153846154,0.2749486184060288,160.0,,,,,347.61538461538464,-66.0,,366.71794871794873,
East Carolina,2018.0,AAC,0.0,None,273.0,242.0,13.0,10.0,24.0,17.0,10.0,6.0,5.0,10.0,12.0,0.0,2.0,38.0,322.0,15.0,5.0,0.0,0.0,714.0,280.0,41.0,13.0,3417.0,3241.0,567.0,384.0,285.0,237.0,5.0,15.0,18.0,31.0,58.0,95.0,547.0,861.0,21803.0,20967.0,0.0,1.0,104.0,246.0,14.0,23.0,426.0,475.0,13.0,22.0,1553.0,2037.0,35.0,25.0,105.0,82.0,79.0,70.0,220.0,184.0,4970.0,5278.0,25.0,11.0,,414.1666666666667,439.8333333333333,-308.0,-14.0,31.0,0.359090909090909,0.5416666666666666,3.6455399061032865,6.026455026455026,0.5026455026455027,414.1666666666667,439.8333333333333,,,0.46443468116263326,-25.666666666666668,2.0833333333333335,-1.1666666666666667,0.3124748490945674,140.0,,,,,394.43589743589746,134.5,,414.1666666666667,
East Carolina,2019.0,AAC,0.0,None,288.0,279.0,3.0,13.0,7.0,23.0,7.0,7.0,12.0,10.0,12.0,0.0,1.0,108.0,209.0,10.0,11.0,1.0,0.0,653.0,388.0,42.0,16.0,3466.0,3139.0,451.0,371.0,270.0,231.0,11.0,10.0,22.0,24.0,71.0,101.0,615.0,889.0,21288.0,21912.0,1.0,0.0,79.0,172.0,17.0,17.0,449.0,493.0,12.0,28.0,1696.0,2518.0,32.0,24.0,90.0,112.0,70.0,72.0,178.0,169.0,5162.0,5657.0,17.0,18.0,,430.1666666666667,471.4166666666667,-495.0,1.0,9.0,0.3932584269662921,0.4285714285714285,3.77728285077951,7.685144124168515,0.5986696230598669,430.1666666666667,471.4166666666667,,,0.4459569452829484,-41.25,1.4166666666666667,0.08333333333333333,0.32855482371173966,122.0,,,,,414.1666666666667,-308.0,,422.1666666666667,
East Carolina,2020.0,AAC,0.0,None,198.0,203.0,10.0,8.0,18.0,17.0,11.0,8.0,10.0,11.0,9.0,1.0,2.0,80.0,131.0,9.0,10.0,1.0,0.0,591.0,284.0,31.0,14.0,2071.0,2214.0,293.0,297.0,176.0,194.0,10.0,9.0,19.0,17.0,57.0,85.0,524.0,774.0,16773.0,15617.0,1.0,0.0,190.0,70.0,13.0,10.0,361.0,351.0,11.0,23.0,1562.0,1813.0,13.0,22.0,46.0,64.0,43.0,45.0,130.0,121.0,3633.0,4027.0,20.0,18.0,,403.6666666666667,447.44444444444446,-394.0,-2.0,-5.0,0.3307692307692307,0.5555555555555556,4.326869806094183,7.068259385665529,0.6006825938566553,403.6666666666667,447.44444444444446,,,0.43929539668712064,-43.77777777777778,2.2222222222222223,-0.2222222222222222,0.4299477016240022,59.0,,,,,430.1666666666667,-495.0,,416.0,
East Carolina,2021.0,AAC,0.0,None,267.0,232.0,26.0,11.0,36.0,17.0,11.0,7.0,8.0,11.0,12.0,2.0,1.0,147.0,142.0,11.0,15.0,0.0,2.0,403.0,861.0,23.0,37.0,3249.0,2797.0,424.0,378.0,261.0,225.0,15.0,11.0,21.0,17.0,63.0,68.0,591.0,594.0,24471.0,18729.0,0.0,0.0,81.0,35.0,13.0,8.0,475.0,412.0,20.0,20.0,1949.0,1941.0,26.0,36.0,73.0,80.0,66.0,49.0,191.0,152.0,5198.0,4738.0,22.0,22.0,,433.1666666666667,394.8333333333333,460.0,0.0,35.0,0.3455497382198952,0.7222222222222222,4.103157894736842,7.662735849056604,0.6155660377358491,433.1666666666667,394.8333333333333,,,0.5546807860400528,38.333333333333336,1.8333333333333333,0.0,0.3749519045786841,99.0,,,,,403.6666666666667,-394.0,,422.3333333333333,
East Carolina,2022.0,AAC,0.0,None,293.0,275.0,13.0,10.0,29.0,21.0,2.0,8.0,10.0,3.0,13.0,1.0,0.0,120.0,33.0,5.0,11.0,1.0,1.0,735.0,1020.0,33.0,50.0,3776.0,3806.0,484.0,436.0,323.0,289.0,10.0,5.0,28.0,27.0,56.0,76.0,489.0,692.0,24332.0,22428.0,0.0,1.0,134.0,86.0,19.0,10.0,423.0,425.0,25.0,15.0,2218.0,1462.0,24.0,14.0,70.0,60.0,84.0,74.0,181.0,174.0,5994.0,5268.0,7.0,19.0,,461.0769230769231,405.2307692307692,726.0,12.0,18.0,0.4640883977900552,0.4482758620689655,5.243498817966903,7.801652892561983,0.6673553719008265,461.0769230769231,405.2307692307692,,,0.57590528543724,55.84615384615385,0.5384615384615384,0.9230769230769231,0.3700367033700367,94.0,,,,,433.1666666666667,460.0,,432.63675213675214,
East Carolina,2023.0,AAC,0.0,None,181.0,211.0,9.0,6.0,26.0,18.0,7.0,10.0,10.0,7.0,12.0,2.0,1.0,73.0,96.0,14.0,6.0,0.0,0.0,330.0,400.0,21.0,24.0,1967.0,2630.0,388.0,344.0,208.0,210.0,6.0,14.0,7.0,19.0,70.0,64.0,651.0,565.0,20874.0,22326.0,0.0,0.0,103.0,117.0,14.0,16.0,386.0,437.0,12.0,13.0,1340.0,1452.0,18.0,30.0,83.0,83.0,53.0,70.0,175.0,175.0,3307.0,4082.0,21.0,16.0,,275.5833333333333,340.1666666666667,-775.0,-5.0,-30.0,0.3028571428571429,0.3461538461538461,3.471502590673575,5.069587628865979,0.5360824742268041,275.5833333333333,340.1666666666667,,,0.3777773128491646,-64.58333333333333,1.75,-0.4166666666666667,0.40520108859993953,101.0,,,,,461.0769230769231,726.0,,389.9423076923077,
East Carolina,2024.0,AAC,0.0,None,283.0,275.0,10.0,16.0,18.0,35.0,7.0,8.0,8.0,7.0,13.0,3.0,2.0,204.0,292.0,23.0,14.0,1.0,0.0,714.0,763.0,31.0,39.0,3432.0,3059.0,428.0,425.0,258.0,255.0,14.0,23.0,26.0,24.0,99.0,90.0,823.0,791.0,19646.0,27154.0,0.0,0.0,169.0,77.0,23.0,12.0,471.0,543.0,23.0,21.0,2241.0,2212.0,19.0,20.0,91.0,58.0,83.0,80.0,185.0,203.0,5673.0,5271.0,30.0,22.0,,436.38461538461536,405.46153846153845,402.0,-8.0,8.0,0.4486486486486487,0.5555555555555556,4.75796178343949,8.018691588785046,0.602803738317757,436.38461538461536,405.46153846153845,,,0.5434377756819045,30.923076923076923,2.3076923076923075,-0.6153846153846154,0.3950290851401375,110.0,,,,,275.5833333333333,-775.0,,391.0149572649573,
Eastern Michigan,2018.0,Mid-American,0.0,None,237.0,245.0,13.0,12.0,27.0,29.0,10.0,11.0,11.0,10.0,13.0,1.0,0.0,155.0,17.0,4.0,13.0,0.0,0.0,170.0,523.0,9.0,29.0,2947.0,1953.0,387.0,342.0,246.0,189.0,13.0,4.0,21.0,12.0,95.0,91.0,895.0,850.0,23397.0,23383.0,0.0,1.0,209.0,247.0,21.0,25.0,491.0,580.0,23.0,20.0,1881.0,2650.0,20.0,36.0,68.0,87.0,60.0,75.0,181.0,200.0,4828.0,4603.0,14.0,24.0,,371.38461538461536,354.0769230769231,225.0,10.0,-8.0,0.3314917127071823,0.4814814814814814,3.830957230142566,7.614987080103359,0.6356589147286822,371.38461538461536,354.0769230769231,,,0.5282463862616452,17.307692307692307,1.0769230769230769,0.7692307692307693,0.3896023198011599,88.0,,,,,394.43589743589746,134.5,,371.38461538461536,
Eastern Michigan,2019.0,Mid-American,0.0,None,285.0,289.0,12.0,15.0,25.0,20.0,5.0,10.0,15.0,9.0,13.0,0.0,0.0,137.0,82.0,12.0,11.0,0.0,1.0,254.0,619.0,23.0,27.0,3681.0,3071.0,465.0,380.0,313.0,241.0,11.0,12.0,26.0,21.0,59.0,77.0,531.0,760.0,22260.0,24492.0,1.0,0.0,180.0,106.0,16.0,10.0,418.0,542.0,21.0,30.0,1590.0,2525.0,31.0,28.0,62.0,119.0,67.0,82.0,169.0,183.0,5271.0,5596.0,17.0,21.0,,405.46153846153845,430.46153846153845,-325.0,4.0,-4.0,0.3964497041420118,0.48,3.803827751196173,7.916129032258064,0.6731182795698925,405.46153846153845,430.46153846153845,,,0.4646088474600002,-25.0,1.3076923076923077,0.3076923076923077,0.3016505406943654,93.0,,,,,371.38461538461536,225.0,,388.4230769230769,
Eastern Michigan,2020.0,Mid-American,0.0,None,131.0,161.0,11.0,13.0,14.0,15.0,6.0,9.0,9.0,6.0,6.0,0.0,1.0,110.0,62.0,6.0,3.0,0.0,0.0,304.0,487.0,21.0,27.0,1657.0,1493.0,199.0,185.0,126.0,123.0,3.0,6.0,12.0,14.0,29.0,50.0,263.0,450.0,10523.0,11064.0,0.0,0.0,35.0,3.0,6.0,4.0,219.0,275.0,11.0,12.0,744.0,1424.0,9.0,16.0,26.0,41.0,34.0,28.0,81.0,75.0,2401.0,2917.0,12.0,12.0,,400.1666666666667,486.1666666666667,-516.0,0.0,-30.0,0.419753086419753,0.7857142857142857,3.3972602739726026,8.326633165829145,0.6331658291457286,400.1666666666667,486.1666666666667,,,0.38666116015694313,-86.0,2.0,0.0,0.30987088713036237,35.0,,,,,405.46153846153845,-325.0,,392.33760683760687,
Eastern Michigan,2021.0,Mid-American,0.0,None,289.0,298.0,14.0,10.0,29.0,21.0,5.0,9.0,11.0,5.0,13.0,2.0,2.0,166.0,94.0,9.0,8.0,0.0,2.0,459.0,652.0,32.0,31.0,3417.0,3093.0,455.0,393.0,309.0,230.0,8.0,9.0,19.0,19.0,50.0,89.0,448.0,786.0,23820.0,22980.0,1.0,0.0,114.0,69.0,16.0,14.0,455.0,508.0,26.0,27.0,1541.0,2600.0,24.0,41.0,52.0,81.0,73.0,71.0,175.0,164.0,4958.0,5693.0,14.0,17.0,,381.38461538461536,437.9230769230769,-735.0,3.0,-9.0,0.4171428571428571,0.4827586206896552,3.3868131868131868,7.50989010989011,0.6791208791208792,381.38461538461536,437.9230769230769,,,0.41882061690528294,-56.53846153846154,1.0769230769230769,0.23076923076923078,0.3108108108108108,76.0,,,,,400.1666666666667,-516.0,,395.6709401709402,
Eastern Michigan,2022.0,Mid-American,0.0,None,277.0,275.0,11.0,12.0,24.0,20.0,7.0,7.0,7.0,9.0,13.0,0.0,1.0,141.0,39.0,12.0,13.0,1.0,0.0,760.0,715.0,41.0,35.0,2914.0,2872.0,393.0,401.0,245.0,226.0,13.0,11.0,23.0,23.0,103.0,110.0,960.0,1022.0,24543.0,22199.0,0.0,0.0,52.0,100.0,10.0,18.0,503.0,472.0,25.0,23.0,1843.0,2024.0,25.0,33.0,56.0,79.0,80.0,76.0,177.0,179.0,4757.0,4896.0,19.0,20.0,,365.9230769230769,376.61538461538464,-139.0,1.0,2.0,0.4519774011299435,0.4583333333333333,3.664015904572565,7.414758269720102,0.6234096692111959,365.9230769230769,376.61538461538464,,,0.48294183606240726,-10.692307692307692,1.4615384615384615,0.07692307692307693,0.3874290519234812,81.0,,,,,381.38461538461536,-735.0,,382.49145299145295,
Eastern Michigan,2023.0,Mid-American,0.0,None,207.0,289.0,10.0,12.0,19.0,34.0,6.0,12.0,11.0,5.0,13.0,0.0,0.0,65.0,75.0,12.0,7.0,3.0,0.0,729.0,654.0,35.0,37.0,1976.0,2770.0,358.0,387.0,197.0,229.0,7.0,12.0,10.0,17.0,79.0,84.0,747.0,747.0,22617.0,24157.0,0.0,0.0,142.0,164.0,13.0,19.0,428.0,513.0,18.0,24.0,1457.0,2450.0,21.0,32.0,64.0,86.0,63.0,68.0,180.0,172.0,3433.0,5220.0,18.0,19.0,,264.0769230769231,401.53846153846155,-1787.0,1.0,-82.0,0.35,0.5263157894736842,3.4042056074766354,5.5195530726256985,0.5502793296089385,264.0769230769231,401.53846153846155,,,0.27028461459566105,-137.46153846153845,1.3846153846153846,0.07692307692307693,0.42441013690649576,85.0,,,,,365.9230769230769,-139.0,,337.1282051282051,
Eastern Michigan,2024.0,Mid-American,0.0,None,255.0,236.0,16.0,8.0,29.0,23.0,7.0,10.0,10.0,8.0,12.0,0.0,1.0,23.0,112.0,10.0,5.0,0.0,0.0,404.0,476.0,22.0,23.0,2824.0,2652.0,415.0,310.0,248.0,197.0,5.0,10.0,17.0,22.0,78.0,87.0,749.0,775.0,22395.0,20805.0,1.0,0.0,78.0,116.0,21.0,16.0,472.0,428.0,17.0,19.0,1707.0,1997.0,25.0,35.0,71.0,77.0,80.0,53.0,194.0,148.0,4531.0,4649.0,17.0,15.0,,377.5833333333333,387.4166666666667,-118.0,-2.0,19.0,0.4123711340206185,0.5517241379310345,3.6165254237288136,6.804819277108434,0.5975903614457831,377.5833333333333,387.4166666666667,,,0.484771845963582,-9.833333333333334,1.4166666666666667,-0.16666666666666666,0.37673802692562347,96.0,,,,,264.0769230769231,-1787.0,,335.86111111111114,
Florida,2018.0,SEC,0.0,None,285.0,225.0,11.0,9.0,19.0,22.0,8.0,12.0,12.0,7.0,13.0,4.0,0.0,266.0,24.0,6.0,14.0,0.0,0.0,214.0,663.0,12.0,34.0,2776.0,2281.0,364.0,373.0,217.0,202.0,14.0,6.0,28.0,16.0,95.0,87.0,788.0,681.0,23250.0,23252.0,2.0,0.0,261.0,108.0,29.0,14.0,522.0,490.0,23.0,13.0,2760.0,2063.0,37.0,16.0,89.0,53.0,70.0,73.0,170.0,195.0,5536.0,4344.0,14.0,26.0,,425.84615384615387,334.15384615384613,1192.0,12.0,60.0,0.4117647058823529,0.5789473684210527,5.287356321839081,7.626373626373627,0.5961538461538461,425.84615384615387,334.15384615384613,,,0.6398399674221055,91.6923076923077,1.0769230769230769,0.9230769230769231,0.4985549132947977,126.0,,,,,394.43589743589746,134.5,,425.84615384615387,
Florida,2019.0,SEC,0.0,None,297.0,213.0,16.0,3.0,26.0,10.0,8.0,7.0,13.0,16.0,13.0,0.0,0.0,160.0,98.0,10.0,16.0,0.0,0.0,184.0,502.0,10.0,29.0,3910.0,2627.0,467.0,390.0,317.0,235.0,16.0,10.0,33.0,14.0,67.0,98.0,618.0,783.0,23536.0,23209.0,0.0,0.0,68.0,9.0,15.0,7.0,398.0,419.0,21.0,9.0,1687.0,1336.0,63.0,32.0,108.0,69.0,65.0,67.0,158.0,185.0,5597.0,3963.0,18.0,23.0,,430.53846153846155,304.84615384615387,1634.0,5.0,84.0,0.4113924050632911,0.6153846153846154,4.238693467336684,8.372591006423983,0.6788008565310493,430.53846153846155,304.84615384615387,,,0.6938527865508908,125.6923076923077,1.3846153846153846,0.38461538461538464,0.3014114704305878,171.0,,,,,425.84615384615387,1192.0,,428.19230769230774,
Florida,2020.0,SEC,0.0,None,316.0,271.0,7.0,15.0,12.0,23.0,9.0,7.0,6.0,9.0,12.0,0.0,4.0,84.0,247.0,10.0,9.0,0.0,0.0,272.0,530.0,17.0,28.0,4543.0,3016.0,473.0,397.0,321.0,254.0,9.0,10.0,46.0,28.0,66.0,70.0,557.0,633.0,22351.0,20810.0,1.0,0.0,139.0,31.0,11.0,3.0,367.0,448.0,12.0,16.0,1576.0,2043.0,33.0,20.0,72.0,54.0,70.0,69.0,141.0,170.0,6119.0,5059.0,19.0,16.0,,509.9166666666667,421.5833333333333,1060.0,-3.0,45.0,0.4964539007092198,0.5833333333333334,4.294277929155314,9.604651162790695,0.678646934460888,509.9166666666667,421.5833333333333,,,0.6108400602740722,88.33333333333333,1.5833333333333333,-0.25,0.2575584245791796,105.0,,,,,430.53846153846155,1634.0,,455.43376068376074,
Florida,2021.0,SEC,0.0,None,291.0,261.0,14.0,9.0,26.0,20.0,3.0,4.0,4.0,5.0,13.0,0.0,2.0,43.0,302.0,18.0,9.0,0.0,0.0,413.0,773.0,26.0,34.0,3304.0,2651.0,416.0,395.0,265.0,226.0,9.0,18.0,27.0,19.0,104.0,68.0,918.0,559.0,23790.0,23023.0,0.0,0.0,176.0,92.0,25.0,10.0,495.0,478.0,26.0,19.0,2714.0,2131.0,36.0,14.0,81.0,68.0,72.0,62.0,174.0,175.0,6018.0,4782.0,21.0,13.0,,462.9230769230769,367.84615384615387,1236.0,-8.0,30.0,0.4137931034482758,0.5384615384615384,5.482828282828283,7.9423076923076925,0.6370192307692307,462.9230769230769,367.84615384615387,,,0.6329408062312103,95.07692307692308,1.6153846153846154,-0.6153846153846154,0.45098039215686275,117.0,,,,,509.9166666666667,1060.0,,467.79273504273505,
