team,year,conference,is_national_champion,conference_champion,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,win_percentage,yards_per_game,yards_allowed_per_game,yard_differential,turnover_margin,first_down_differential,third_down_conversion_rate,fourth_down_conversion_rate,rushing_yards_per_attempt,passing_yards_per_attempt,completion_percentage,offensive_efficiency,defensive_efficiency,win_strength,consistency_score,pythagorean_expectation,margin_of_victory,turnovers_per_game,turnover_margin_per_game,offensive_balance,defensive_pressure,conference_strength,conference_rank,conference_dominance,prev_year_win_pct,prev_year_yards_per_game,prev_year_yard_differential,win_pct_3yr,yards_per_game_3yr,win_pct_trend
Texas Tech,2019.0,B12,0.0,None,298.0,265.0,12.0,8.0,25.0,15.0,8.0,5.0,8.0,9.0,12.0,0.0,0.0,162.0,71.0,8.0,14.0,0.0,1.0,779.0,636.0,37.0,24.0,3896.0,3694.0,531.0,403.0,342.0,247.0,14.0,8.0,24.0,21.0,75.0,82.0,695.0,777.0,20323.0,22877.0,0.0,0.0,88.0,47.0,15.0,9.0,404.0,471.0,20.0,24.0,1795.0,2070.0,35.0,25.0,108.0,81.0,68.0,75.0,178.0,180.0,5691.0,5764.0,16.0,19.0,,474.25,480.3333333333333,-73.0,3.0,33.0,0.3820224719101123,0.48,4.443069306930693,7.337099811676083,0.6440677966101694,474.25,480.3333333333333,,,0.4924487478184034,-6.083333333333333,1.3333333333333333,0.25,0.31541029696011247,143.0,,,,,485.1666666666667,441.0,,479.70833333333337,
Texas Tech,2020.0,B12,0.0,None,215.0,232.0,12.0,12.0,22.0,21.0,7.0,5.0,5.0,7.0,10.0,0.0,2.0,45.0,218.0,11.0,5.0,0.0,1.0,395.0,480.0,23.0,22.0,2649.0,2585.0,395.0,353.0,257.0,225.0,5.0,11.0,18.0,17.0,66.0,61.0,574.0,508.0,16241.0,19678.0,1.0,1.0,96.0,184.0,18.0,13.0,337.0,422.0,17.0,24.0,1637.0,1870.0,17.0,13.0,58.0,52.0,55.0,64.0,148.0,156.0,4286.0,4455.0,18.0,10.0,,428.6,445.5,-169.0,-8.0,-17.0,0.3716216216216216,0.5454545454545454,4.857566765578635,6.706329113924051,0.6506329113924051,428.6,445.5,,,0.4771021779963893,-16.9,1.8,-0.8,0.3819412039197387,75.0,,,,,474.25,-73.0,,462.6722222222222,
Texas Tech,2021.0,B12,0.0,None,254.0,273.0,14.0,22.0,29.0,30.0,9.0,5.0,5.0,10.0,13.0,2.0,3.0,28.0,159.0,11.0,10.0,0.0,0.0,368.0,503.0,20.0,28.0,3344.0,3487.0,388.0,454.0,245.0,300.0,10.0,11.0,18.0,29.0,68.0,78.0,580.0,660.0,21820.0,24980.0,0.0,0.0,148.0,76.0,22.0,9.0,436.0,444.0,30.0,18.0,2068.0,1787.0,20.0,24.0,61.0,69.0,67.0,85.0,157.0,190.0,5412.0,5274.0,20.0,15.0,,416.3076923076923,405.6923076923077,138.0,-5.0,-19.0,0.4267515923566879,0.4827586206896552,4.743119266055046,8.618556701030927,0.6314432989690721,416.3076923076923,405.6923076923077,,,0.5152992738184974,10.615384615384615,1.5384615384615385,-0.38461538461538464,0.3821138211382114,81.0,,,,,428.6,-169.0,,439.71923076923076,
Texas Tech,2022.0,B12,0.0,None,345.0,265.0,34.0,11.0,53.0,32.0,7.0,9.0,13.0,10.0,13.0,0.0,3.0,47.0,271.0,18.0,9.0,1.0,0.0,681.0,375.0,30.0,23.0,3927.0,3338.0,570.0,424.0,349.0,251.0,9.0,18.0,26.0,23.0,74.0,79.0,576.0,732.0,23388.0,23345.0,0.0,1.0,112.0,157.0,17.0,11.0,525.0,516.0,28.0,18.0,2073.0,2193.0,29.0,38.0,82.0,90.0,77.0,78.0,211.0,202.0,6000.0,5531.0,25.0,18.0,,461.53846153846155,425.46153846153845,469.0,-7.0,80.0,0.3649289099526066,0.6415094339622641,3.948571428571429,6.889473684210526,0.612280701754386,461.53846153846155,425.46153846153845,,,0.5480750952448744,36.07692307692308,1.9230769230769231,-0.5384615384615384,0.3455,111.0,,,,,416.3076923076923,138.0,,435.48205128205126,
Texas Tech,2023.0,B12,0.0,None,285.0,268.0,24.0,11.0,37.0,25.0,5.0,4.0,4.0,5.0,13.0,1.0,2.0,121.0,236.0,18.0,13.0,1.0,1.0,841.0,448.0,33.0,23.0,2909.0,2978.0,471.0,442.0,284.0,266.0,13.0,18.0,24.0,16.0,70.0,72.0,649.0,606.0,22425.0,24375.0,1.0,0.0,261.0,99.0,15.0,12.0,474.0,480.0,17.0,19.0,2117.0,2085.0,28.0,24.0,68.0,56.0,77.0,78.0,194.0,190.0,5026.0,5063.0,23.0,17.0,,386.61538461538464,389.46153846153845,-37.0,-6.0,17.0,0.3969072164948453,0.6486486486486487,4.466244725738397,6.176220806794055,0.6029723991507431,386.61538461538464,389.46153846153845,,,0.49565426776692445,-2.8461538461538463,1.7692307692307692,-0.46153846153846156,0.42120970951054515,96.0,,,,,461.53846153846155,469.0,,421.4871794871795,
Texas Tech,2024.0,B12,0.0,None,320.0,300.0,14.0,16.0,29.0,27.0,10.0,7.0,8.0,10.0,13.0,2.0,0.0,126.0,161.0,11.0,14.0,0.0,0.0,892.0,327.0,46.0,23.0,3860.0,4015.0,536.0,476.0,336.0,305.0,14.0,11.0,31.0,28.0,94.0,85.0,787.0,703.0,23535.0,23256.0,0.0,0.0,67.0,166.0,11.0,14.0,469.0,441.0,26.0,28.0,2162.0,2033.0,21.0,24.0,67.0,69.0,102.0,65.0,210.0,172.0,6022.0,6048.0,21.0,21.0,,463.2307692307692,465.2307692307692,-26.0,0.0,20.0,0.4857142857142857,0.4827586206896552,4.609808102345416,7.201492537313433,0.6268656716417911,463.2307692307692,465.2307692307692,,,0.49744740845184027,-2.0,1.6153846153846154,0.0,0.35901693789438727,88.0,,,,,386.61538461538464,-37.0,,437.12820512820514,
Toledo,2018.0,Mid-American,0.0,None,300.0,284.0,9.0,10.0,20.0,23.0,7.0,9.0,9.0,7.0,13.0,2.0,1.0,115.0,62.0,11.0,12.0,1.0,0.0,755.0,692.0,39.0,35.0,2963.0,3281.0,394.0,460.0,220.0,279.0,12.0,11.0,32.0,20.0,98.0,99.0,911.0,933.0,22877.0,23802.0,3.0,1.0,474.0,121.0,36.0,12.0,533.0,494.0,30.0,31.0,2809.0,2316.0,32.0,22.0,90.0,69.0,65.0,66.0,176.0,194.0,5772.0,5597.0,18.0,21.0,,444.0,430.53846153846155,175.0,3.0,16.0,0.3693181818181818,0.45,5.270168855534709,7.520304568527918,0.5583756345177665,444.0,430.53846153846155,,,0.5182337420078332,13.461538461538462,1.3846153846153846,0.23076923076923078,0.48665973665973666,122.0,,,,,394.43589743589746,134.5,,444.0,
Toledo,2019.0,Mid-American,0.0,None,261.0,275.0,18.0,10.0,31.0,23.0,12.0,4.0,7.0,19.0,12.0,0.0,0.0,54.0,12.0,7.0,7.0,0.0,0.0,957.0,505.0,46.0,22.0,2515.0,3097.0,339.0,379.0,193.0,237.0,7.0,7.0,15.0,19.0,67.0,71.0,603.0,634.0,21437.0,21558.0,0.0,0.0,154.0,139.0,20.0,17.0,516.0,483.0,27.0,31.0,2689.0,2611.0,20.0,37.0,96.0,94.0,65.0,72.0,171.0,170.0,5204.0,5708.0,19.0,11.0,,433.6666666666667,475.6666666666667,-504.0,-8.0,-14.0,0.3801169590643274,0.5806451612903226,5.211240310077519,7.418879056047197,0.5693215339233039,433.6666666666667,475.6666666666667,,,0.4454466571557051,-42.0,1.5833333333333333,-0.6666666666666666,0.5167179093005381,116.0,,,,,444.0,175.0,,438.83333333333337,
Toledo,2020.0,Mid-American,0.0,None,163.0,121.0,6.0,7.0,13.0,13.0,5.0,5.0,5.0,5.0,6.0,1.0,0.0,69.0,13.0,7.0,4.0,0.0,0.0,349.0,369.0,23.0,18.0,1955.0,1398.0,219.0,196.0,143.0,110.0,4.0,6.0,18.0,12.0,57.0,41.0,449.0,390.0,12081.0,9514.0,0.0,0.0,68.0,23.0,17.0,6.0,243.0,210.0,7.0,5.0,1008.0,774.0,11.0,14.0,36.0,48.0,41.0,23.0,85.0,84.0,2963.0,2172.0,12.0,9.0,,493.8333333333333,362.0,791.0,-3.0,42.0,0.4823529411764706,0.4615384615384615,4.148148148148148,8.926940639269406,0.6529680365296804,493.8333333333333,362.0,,,0.6761233209342054,131.83333333333334,2.0,-0.5,0.34019574755315557,47.0,,,,,433.6666666666667,-504.0,,457.1666666666667,
Toledo,2021.0,Mid-American,0.0,None,270.0,254.0,10.0,11.0,23.0,24.0,4.0,10.0,11.0,4.0,13.0,1.0,0.0,185.0,40.0,3.0,8.0,1.0,0.0,898.0,649.0,36.0,38.0,3108.0,2574.0,390.0,407.0,226.0,227.0,8.0,3.0,22.0,17.0,130.0,82.0,1172.0,727.0,22102.0,24899.0,3.0,1.0,232.0,170.0,27.0,17.0,472.0,525.0,29.0,11.0,2553.0,1969.0,38.0,35.0,89.0,80.0,62.0,80.0,175.0,211.0,5661.0,4543.0,7.0,18.0,,435.46153846153845,349.46153846153845,1118.0,11.0,16.0,0.3542857142857142,0.4347826086956521,5.408898305084746,7.969230769230769,0.5794871794871795,435.46153846153845,349.46153846153845,,,0.6274822590588868,86.0,0.5384615384615384,0.8461538461538461,0.45098039215686275,127.0,,,,,493.8333333333333,791.0,,454.3205128205129,
Toledo,2022.0,Mid-American,0.0,None,308.0,235.0,16.0,10.0,27.0,22.0,11.0,6.0,10.0,16.0,14.0,2.0,1.0,87.0,89.0,15.0,12.0,0.0,0.0,342.0,1104.0,22.0,52.0,3149.0,2562.0,439.0,429.0,247.0,234.0,12.0,14.0,31.0,17.0,94.0,102.0,775.0,938.0,24795.0,25523.0,0.0,1.0,252.0,75.0,31.0,13.0,580.0,523.0,23.0,25.0,2489.0,2006.0,31.0,24.0,77.0,77.0,85.0,74.0,208.0,220.0,5638.0,4568.0,26.0,18.0,,402.7142857142857,326.2857142857143,1070.0,-8.0,73.0,0.4086538461538461,0.5925925925925926,4.291379310344827,7.173120728929385,0.5626423690205011,402.7142857142857,326.2857142857143,,,0.6221715944893706,76.42857142857143,1.8571428571428572,-0.5714285714285714,0.441468605888613,108.0,,,,,435.46153846153845,1118.0,,444.00305250305246,
Toledo,2023.0,Mid-American,0.0,None,284.0,260.0,13.0,12.0,22.0,26.0,11.0,7.0,7.0,11.0,14.0,1.0,1.0,96.0,143.0,10.0,11.0,1.0,0.0,868.0,850.0,42.0,56.0,3083.0,2562.0,377.0,411.0,232.0,219.0,11.0,10.0,26.0,12.0,93.0,82.0,866.0,715.0,23459.0,26941.0,0.0,0.0,108.0,51.0,20.0,8.0,524.0,524.0,31.0,18.0,2784.0,2076.0,38.0,11.0,80.0,52.0,79.0,73.0,179.0,198.0,5867.0,4638.0,21.0,18.0,,419.07142857142856,331.2857142857143,1229.0,-3.0,24.0,0.441340782122905,0.5909090909090909,5.312977099236641,8.177718832891246,0.6153846153846154,419.07142857142856,331.2857142857143,,,0.6357795697659874,87.78571428571429,1.5,-0.21428571428571427,0.474518493267428,118.0,,,,,402.7142857142857,1070.0,,419.0824175824176,
Toledo,2024.0,Mid-American,0.0,None,257.0,264.0,18.0,12.0,34.0,25.0,11.0,7.0,7.0,11.0,13.0,3.0,1.0,230.0,98.0,8.0,13.0,1.0,0.0,674.0,710.0,28.0,38.0,3290.0,2703.0,453.0,424.0,276.0,245.0,13.0,8.0,28.0,16.0,82.0,90.0,724.0,844.0,21006.0,25794.0,0.0,0.0,294.0,88.0,28.0,22.0,435.0,520.0,13.0,16.0,1527.0,1979.0,32.0,19.0,89.0,70.0,65.0,78.0,186.0,204.0,4817.0,4682.0,19.0,20.0,,370.53846153846155,360.15384615384613,135.0,1.0,-7.0,0.3494623655913978,0.5294117647058824,3.510344827586207,7.262693156732892,0.609271523178808,370.53846153846155,360.15384615384613,,,0.516836013205491,10.384615384615385,1.4615384615384615,0.07692307692307693,0.3170022835789911,121.0,,,,,419.07142857142856,1229.0,,397.44139194139194,
Troy,2018.0,SBC,0.0,None,248.0,239.0,11.0,12.0,23.0,19.0,13.0,13.0,12.0,13.0,13.0,1.0,0.0,322.0,67.0,8.0,18.0,1.0,0.0,925.0,601.0,37.0,27.0,2799.0,2850.0,373.0,388.0,248.0,227.0,18.0,8.0,25.0,19.0,91.0,77.0,727.0,735.0,23433.0,25009.0,1.0,0.0,220.0,66.0,23.0,11.0,483.0,508.0,21.0,16.0,2269.0,1672.0,39.0,27.0,100.0,75.0,69.0,75.0,182.0,191.0,5068.0,4522.0,21.0,31.0,,389.84615384615387,347.84615384615387,546.0,10.0,9.0,0.3791208791208791,0.4782608695652174,4.6977225672877845,7.50402144772118,0.6648793565683646,389.84615384615387,347.84615384615387,,,0.5671323748106093,42.0,1.6153846153846154,0.7692307692307693,0.4477111286503552,139.0,,,,,394.43589743589746,134.5,,389.84615384615387,
Troy,2019.0,SBC,0.0,None,295.0,263.0,13.0,9.0,23.0,17.0,7.0,5.0,9.0,11.0,12.0,2.0,1.0,130.0,136.0,11.0,11.0,1.0,1.0,929.0,607.0,45.0,38.0,3758.0,3316.0,491.0,394.0,316.0,262.0,11.0,11.0,30.0,26.0,64.0,89.0,597.0,781.0,20726.0,22474.0,0.0,0.0,16.0,47.0,11.0,9.0,402.0,446.0,19.0,24.0,1717.0,1894.0,45.0,33.0,88.0,76.0,83.0,81.0,177.0,174.0,5475.0,5210.0,18.0,16.0,,456.25,434.1666666666667,265.0,-2.0,32.0,0.4689265536723164,0.5652173913043478,4.2711442786069655,7.653767820773931,0.6435845213849287,456.25,434.1666666666667,,,0.5293615387018031,22.083333333333332,1.5,-0.16666666666666666,0.31360730593607306,133.0,,,,,389.84615384615387,546.0,,423.0480769230769,
Troy,2020.0,SBC,0.0,None,240.0,243.0,10.0,13.0,17.0,28.0,5.0,6.0,6.0,5.0,11.0,2.0,1.0,103.0,185.0,13.0,8.0,0.0,0.0,755.0,313.0,39.0,17.0,3192.0,2623.0,456.0,358.0,299.0,240.0,8.0,13.0,22.0,16.0,55.0,58.0,552.0,538.0,17702.0,21855.0,0.0,0.0,96.0,32.0,10.0,10.0,328.0,448.0,11.0,17.0,1129.0,1833.0,22.0,22.0,66.0,57.0,75.0,61.0,164.0,160.0,4321.0,4456.0,18.0,14.0,,392.8181818181818,405.09090909090907,-135.0,-4.0,-3.0,0.4573170731707317,0.5882352941176471,3.442073170731707,7.0,0.6557017543859649,392.8181818181818,405.09090909090907,,,0.48178001846327706,-12.272727272727273,1.6363636363636365,-0.36363636363636365,0.2612821106225411,88.0,,,,,456.25,265.0,,412.97144522144526,
Troy,2021.0,SBC,0.0,None,219.0,224.0,15.0,23.0,24.0,32.0,11.0,8.0,12.0,17.0,12.0,3.0,2.0,198.0,210.0,10.0,16.0,0.0,0.0,275.0,552.0,24.0,33.0,2864.0,2339.0,419.0,307.0,265.0,189.0,16.0,10.0,15.0,19.0,60.0,85.0,534.0,739.0,19895.0,23305.0,0.0,0.0,63.0,128.0,8.0,19.0,366.0,492.0,18.0,15.0,1197.0,1709.0,38.0,32.0,90.0,74.0,67.0,57.0,167.0,171.0,4061.0,4048.0,21.0,24.0,,338.4166666666667,337.3333333333333,13.0,3.0,-5.0,0.4011976047904191,0.625,3.2704918032786887,6.835322195704057,0.6324582338902148,338.4166666666667,337.3333333333333,,,0.5018997335144403,1.0833333333333333,1.75,0.25,0.2947549864565378,128.0,,,,,392.8181818181818,-135.0,,395.82828282828285,
Troy,2022.0,SBC,0.0,None,273.0,274.0,18.0,14.0,27.0,28.0,6.0,12.0,16.0,11.0,14.0,1.0,0.0,249.0,103.0,15.0,13.0,0.0,0.0,343.0,409.0,19.0,24.0,3396.0,2899.0,401.0,483.0,251.0,290.0,13.0,15.0,20.0,14.0,76.0,84.0,699.0,773.0,25554.0,24846.0,0.0,0.0,132.0,121.0,14.0,18.0,497.0,492.0,21.0,15.0,1626.0,1679.0,41.0,46.0,78.0,84.0,56.0,84.0,176.0,207.0,5022.0,4578.0,21.0,25.0,,358.7142857142857,327.0,444.0,4.0,-1.0,0.3181818181818182,0.6666666666666666,3.271629778672032,8.468827930174564,0.6259351620947631,358.7142857142857,327.0,,,0.5546264640992851,31.714285714285715,1.5,0.2857142857142857,0.3237753882915173,119.0,,,,,338.4166666666667,13.0,,363.3163780663781,
Troy,2023.0,SBC,0.0,None,298.0,248.0,13.0,10.0,29.0,30.0,12.0,13.0,13.0,11.0,14.0,1.0,0.0,63.0,24.0,6.0,10.0,0.0,0.0,413.0,543.0,21.0,26.0,3712.0,2834.0,456.0,436.0,279.0,273.0,10.0,6.0,29.0,13.0,72.0,74.0,650.0,628.0,26037.0,24363.0,0.0,0.0,91.0,62.0,17.0,11.0,485.0,471.0,19.0,13.0,2154.0,1482.0,46.0,26.0,102.0,74.0,77.0,62.0,189.0,191.0,5866.0,4316.0,18.0,23.0,,419.0,308.2857142857143,1550.0,5.0,50.0,0.4074074074074074,0.4482758620689655,4.441237113402062,8.140350877192983,0.6118421052631579,419.0,308.2857142857143,,,0.6741949460087383,110.71428571428571,1.2857142857142858,0.35714285714285715,0.36720081827480394,148.0,,,,,358.7142857142857,444.0,,372.0436507936508,
Troy,2024.0,SBC,0.0,None,244.0,228.0,8.0,5.0,17.0,12.0,7.0,3.0,2.0,7.0,12.0,1.0,1.0,80.0,100.0,9.0,6.0,0.0,1.0,300.0,488.0,20.0,17.0,2557.0,2659.0,339.0,332.0,213.0,222.0,6.0,9.0,21.0,13.0,80.0,69.0,706.0,623.0,21806.0,21394.0,1.0,0.0,158.0,77.0,13.0,6.0,433.0,403.0,17.0,24.0,1888.0,1745.0,18.0,20.0,75.0,65.0,81.0,54.0,161.0,144.0,4445.0,4404.0,16.0,9.0,,370.4166666666667,367.0,41.0,-7.0,16.0,0.5031055900621118,0.4705882352941176,4.36027713625866,7.542772861356932,0.6283185840707964,370.4166666666667,367.0,,,0.5054902695134791,3.4166666666666665,1.3333333333333333,-0.5833333333333334,0.4247469066366704,93.0,,,,,419.0,1550.0,,382.7103174603174,
Tulane,2018.0,AAC,0.0,None,244.0,280.0,10.0,14.0,28.0,29.0,12.0,6.0,6.0,10.0,13.0,1.0,0.0,116.0,163.0,7.0,12.0,0.0,0.0,817.0,485.0,38.0,26.0,2380.0,3373.0,301.0,457.0,152.0,239.0,12.0,7.0,15.0,25.0,88.0,81.0,805.0,727.0,25139.0,21619.0,0.0,0.0,144.0,179.0,27.0,19.0,603.0,494.0,29.0,20.0,2834.0,1931.0,41.0,35.0,85.0,91.0,67.0,65.0,189.0,193.0,5214.0,5304.0,19.0,18.0,,401.0769230769231,408.0,-90.0,-1.0,-36.0,0.3544973544973545,0.3571428571428571,4.699834162520729,7.906976744186046,0.5049833887043189,401.0769230769231,408.0,,,0.4898613820025258,-6.923076923076923,1.4615384615384615,-0.07692307692307693,0.5435366321442271,126.0,,,,,394.43589743589746,134.5,,401.0769230769231,
Tulane,2019.0,AAC,0.0,None,299.0,250.0,20.0,14.0,34.0,26.0,8.0,4.0,5.0,12.0,13.0,2.0,1.0,129.0,47.0,10.0,12.0,1.0,0.0,980.0,508.0,43.0,33.0,2679.0,2869.0,336.0,422.0,197.0,228.0,12.0,10.0,19.0,22.0,103.0,69.0,883.0,591.0,23801.0,22933.0,0.0,0.0,168.0,134.0,17.0,11.0,612.0,470.0,33.0,18.0,3162.0,2032.0,23.0,33.0,95.0,96.0,70.0,76.0,181.0,196.0,5841.0,4901.0,18.0,16.0,,449.3076923076923,377.0,940.0,-2.0,49.0,0.3867403314917127,0.5882352941176471,5.166666666666667,7.973214285714286,0.5863095238095238,449.3076923076923,377.0,,,0.6024889794442121,72.3076923076923,1.3846153846153846,-0.15384615384615385,0.5413456599897278,118.0,,,,,401.0769230769231,-90.0,,425.19230769230774,
Tulane,2020.0,AAC,0.0,None,258.0,253.0,12.0,16.0,22.0,33.0,4.0,10.0,10.0,4.0,12.0,1.0,1.0,142.0,198.0,10.0,9.0,0.0,1.0,602.0,632.0,25.0,32.0,2119.0,3353.0,313.0,394.0,165.0,238.0,9.0,10.0,21.0,27.0,74.0,68.0,607.0,589.0,20526.0,22208.0,0.0,0.0,253.0,151.0,20.0,22.0,515.0,504.0,32.0,16.0,2606.0,1730.0,35.0,34.0,101.0,82.0,52.0,79.0,150.0,196.0,4725.0,5083.0,14.0,19.0,,393.75,423.5833333333333,-358.0,5.0,5.0,0.3466666666666667,0.5454545454545454,5.060194174757282,6.7699680511182105,0.5271565495207667,393.75,423.5833333333333,,,0.4568350253315686,-29.833333333333332,1.1666666666666667,0.4166666666666667,0.5515343915343915,136.0,,,,,449.3076923076923,940.0,,414.7115384615385,
Tulane,2021.0,AAC,0.0,None,234.0,272.0,19.0,23.0,38.0,29.0,12.0,6.0,9.0,14.0,12.0,1.0,0.0,156.0,62.0,13.0,10.0,0.0,0.0,693.0,474.0,34.0,23.0,2661.0,3255.0,376.0,404.0,213.0,268.0,10.0,13.0,23.0,28.0,72.0,63.0,614.0,578.0,20094.0,23118.0,0.0,0.0,144.0,49.0,18.0,7.0,447.0,484.0,19.0,25.0,1979.0,1901.0,34.0,32.0,88.0,78.0,61.0,74.0,169.0,185.0,4640.0,5156.0,25.0,16.0,,386.6666666666667,429.6666666666667,-516.0,-9.0,-38.0,0.3609467455621302,0.5,4.427293064876958,7.077127659574468,0.5664893617021277,386.6666666666667,429.6666666666667,,,0.4378459654628877,-43.0,2.0833333333333335,-0.75,0.42650862068965517,122.0,,,,,393.75,-358.0,,409.90811965811963,
Tulane,2022.0,AAC,0.0,None,302.0,272.0,16.0,25.0,27.0,43.0,11.0,8.0,13.0,14.0,14.0,0.0,1.0,53.0,129.0,5.0,12.0,0.0,0.0,723.0,494.0,33.0,29.0,3313.0,2911.0,379.0,462.0,241.0,276.0,12.0,5.0,30.0,23.0,56.0,74.0,480.0,609.0,24933.0,25455.0,1.0,0.0,227.0,9.0,23.0,8.0,556.0,546.0,34.0,15.0,2868.0,2132.0,24.0,29.0,57.0,62.0,66.0,83.0,172.0,222.0,6181.0,5043.0,16.0,20.0,,441.5,360.2142857142857,1138.0,4.0,30.0,0.3837209302325581,0.5925925925925926,5.158273381294964,8.741424802110817,0.6358839050131926,441.5,360.2142857142857,,,0.6182778722830011,81.28571428571429,1.1428571428571428,0.2857142857142857,0.4640025885779,81.0,,,,,386.6666666666667,-516.0,,407.3055555555555,
Tulane,2023.0,AAC,0.0,None,257.0,267.0,19.0,17.0,32.0,37.0,13.0,10.0,11.0,13.0,14.0,0.0,0.0,138.0,124.0,7.0,17.0,1.0,0.0,670.0,513.0,28.0,27.0,3010.0,3200.0,368.0,473.0,229.0,309.0,17.0,7.0,25.0,18.0,67.0,63.0,600.0,501.0,26329.0,24071.0,1.0,0.0,126.0,77.0,15.0,11.0,527.0,445.0,16.0,14.0,2171.0,1597.0,35.0,28.0,86.0,63.0,71.0,68.0,186.0,186.0,5181.0,4797.0,20.0,27.0,,370.07142857142856,342.64285714285717,384.0,7.0,-10.0,0.3817204301075269,0.59375,4.11954459203036,8.179347826086957,0.6222826086956522,370.07142857142856,342.64285714285717,,,0.5455006357254154,27.428571428571427,1.4285714285714286,0.5,0.41903107508203047,121.0,,,,,441.5,1138.0,,399.4126984126984,
Tulane,2024.0,AAC,0.0,None,291.0,244.0,10.0,12.0,22.0,29.0,6.0,8.0,8.0,6.0,14.0,5.0,0.0,244.0,28.0,9.0,14.0,2.0,0.0,696.0,471.0,29.0,23.0,2931.0,2488.0,329.0,402.0,207.0,235.0,14.0,9.0,25.0,13.0,86.0,79.0,701.0,643.0,27072.0,23328.0,0.0,0.0,60.0,84.0,12.0,10.0,561.0,452.0,32.0,20.0,2752.0,2050.0,33.0,18.0,78.0,53.0,86.0,58.0,172.0,175.0,5683.0,4538.0,15.0,22.0,,405.92857142857144,324.14285714285717,1145.0,7.0,47.0,0.5,0.4545454545454545,4.905525846702317,8.908814589665653,0.6291793313069909,405.92857142857144,324.14285714285717,,,0.6302368687441846,81.78571428571429,1.0714285714285714,0.5,0.4842512757346472,111.0,,,,,370.07142857142856,384.0,,405.8333333333333,
Tulsa,2018.0,AAC,0.0,None,242.0,259.0,18.0,4.0,31.0,11.0,14.0,11.0,12.0,14.0,12.0,0.0,2.0,73.0,150.0,10.0,9.0,0.0,0.0,546.0,487.0,30.0,25.0,2125.0,2095.0,317.0,310.0,171.0,180.0,9.0,10.0,13.0,11.0,86.0,79.0,761.0,677.0,20729.0,22207.0,0.0,1.0,149.0,277.0,12.0,26.0,582.0,559.0,23.0,26.0,2408.0,2800.0,14.0,39.0,59.0,93.0,86.0,81.0,200.0,177.0,4533.0,4895.0,24.0,20.0,,377.75,407.9166666666667,-362.0,-4.0,-17.0,0.43,0.5806451612903226,4.13745704467354,6.703470031545741,0.5394321766561514,377.75,407.9166666666667,,,0.45460340629914975,-30.166666666666668,2.0,-0.3333333333333333,0.5312155305537172,73.0,,,,,394.43589743589746,134.5,,377.75,
Tulsa,2019.0,AAC,0.0,None,263.0,233.0,13.0,21.0,23.0,31.0,10.0,12.0,18.0,14.0,12.0,0.0,2.0,37.0,120.0,9.0,5.0,0.0,1.0,495.0,985.0,29.0,51.0,3376.0,2516.0,444.0,339.0,254.0,191.0,5.0,9.0,20.0,14.0,109.0,101.0,949.0,875.0,22070.0,21130.0,0.0,0.0,58.0,208.0,14.0,24.0,503.0,496.0,18.0,29.0,1660.0,2221.0,17.0,48.0,80.0,114.0,88.0,61.0,207.0,180.0,5036.0,4737.0,19.0,17.0,,419.6666666666667,394.75,299.0,-2.0,30.0,0.4251207729468599,0.5652173913043478,3.3001988071570576,7.603603603603603,0.5720720720720721,419.6666666666667,394.75,,,0.5362023321177685,24.916666666666668,1.5833333333333333,-0.16666666666666666,0.329626687847498,97.0,,,,,377.75,-362.0,,398.70833333333337,
Tulsa,2020.0,AAC,0.0,None,199.0,176.0,9.0,8.0,17.0,16.0,7.0,10.0,10.0,7.0,9.0,2.0,2.0,160.0,210.0,11.0,6.0,0.0,0.0,267.0,859.0,16.0,36.0,2274.0,1701.0,306.0,280.0,173.0,170.0,6.0,11.0,15.0,10.0,81.0,92.0,736.0,675.0,15318.0,16947.0,0.0,0.0,54.0,203.0,15.0,13.0,355.0,356.0,13.0,9.0,1418.0,1296.0,22.0,21.0,67.0,59.0,57.0,45.0,138.0,137.0,3692.0,2997.0,18.0,16.0,,410.22222222222223,333.0,695.0,-2.0,23.0,0.4130434782608695,0.5294117647058824,3.9943661971830986,7.431372549019608,0.565359477124183,410.22222222222223,333.0,,,0.6211139294945581,77.22222222222223,2.0,-0.2222222222222222,0.3840736728060672,89.0,,,,,419.6666666666667,299.0,,402.5462962962963,
